,university,carrer,inscription_date,first_name,last_name,gender,age,location,email
458,-universidad-abierta-interamericana,Actuario-,2020-09-13,Priscilla,torres,F,22.0,BARROS PAZOS,Kelly86@gmail.com
459,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-19,John,hess,M,6.0,LOS ANTIGUOS,Eric99@gmail.com
460,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-11-16,Carla,kelley,F,-19.0,COLONIA CELLO,David15@gmail.com
461,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-28,Christopher,stevens,M,3.0,LAS PALMAS,Maurice39@gmail.com
462,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-10-30,John,diaz,M,34.0,ISLA,Kathleenhernandez@yahoo.com
463,-universidad-abierta-interamericana,Medicina,2021-01-13,Samantha,ray,F,-37.0,CAMPO GIMENEZ,Natalie32@hotmail.com
464,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-11-27,Amanda,wilson,F,-18.0,ESTACION MAZAN,Marknorris@yahoo.com
465,-universidad-abierta-interamericana,Licenciatura-en-administración-,2021-01-28,Catherine,silva,F,41.0,ARROYO CEIBAL,Sharontucker@yahoo.com
466,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-09-24,Joshua,russell,M,16.0,BLAS DURAÑONA,Tsmith@gmail.com
467,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-10-22,Christian,johnson,M,25.0,GODOY,Tami91@hotmail.com
468,-universidad-abierta-interamericana,Bioquímica,2020-09-01,Derek,fletcher,M,17.0,BARRIO 1 DE MAYO,Zharris@yahoo.com
469,-universidad-abierta-interamericana,Ingeniería-en-informática,2021-01-16,Jenny,adams,F,-47.0,ALTO VERDE,Brianmcgee@gmail.com
470,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-11-01,Angela,clarke,F,-25.0,CUARTEL VII,Aschmidt@yahoo.com
471,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2020-12-31,Cole,moore,M,10.0,CAIMANCITO,Prandolph@gmail.com
472,-universidad-abierta-interamericana,Contador-público-,2021-01-20,Justin,jackson,M,-2.0,CHAMICAL,Wilsonjuan@hotmail.com
473,-universidad-abierta-interamericana,Contador-público-,2020-10-21,Michael,smith,M,10.0,REMEDIOS DE ESCALADA,Angela08@hotmail.com
474,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2021-01-18,Louis,jimenez,M,-43.0,BONPLAND,Xstevenson@gmail.com
475,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-09-12,Jerry,jones,M,15.0,MERCADO CENTRAL,Herrerasarah@gmail.com
476,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-11-04,Mary,hughes,F,-6.0,BORDENAVE,Ycastillo@gmail.com
477,-universidad-abierta-interamericana,Actuario-,2020-11-10,Greg,peterson,M,-20.0,EL GUALICHO,Christine66@gmail.com
478,-universidad-abierta-interamericana,Farmacia,2020-12-30,Karen,ross,F,18.0,EL CHUMBEAU,Tgreen@hotmail.com
479,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-11-27,Abigail,brown,F,49.0,GRAND BOURG,Bentonheather@gmail.com
480,-universidad-abierta-interamericana,Farmacia,2020-10-17,Samantha,horton,F,0.0,ESTELA,Wheelerann@hotmail.com
481,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-10-28,Margaret,wilson,F,-46.0,BAJO DE LOS HUESOS,Wgraham@gmail.com
482,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2021-01-14,Madison,harris,F,-47.0,EL RETIRO,Catherinedonovan@gmail.com
483,-universidad-abierta-interamericana,Ingeniería-en-informática,2021-01-02,Richard,ponce,M,20.0,AGUIRREZABALA,Xfaulkner@gmail.com
484,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-11-09,Pamela,evans,F,0.0,GARIN,Allison18@yahoo.com
485,-universidad-abierta-interamericana,Contador-público-,2020-10-03,Laura,garcia,F,19.0,CERES,Christinalarson@gmail.com
486,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-11-18,Jason,nelson,M,-30.0,CAÑADA SECA,Heather48@hotmail.com
487,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-12-30,James,hayes,M,7.0,ALGARROBITOS 1RO,Martingiles@gmail.com
488,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-30,Chad,martinez,M,12.0,BAÑADO VERDE,Lauren17@gmail.com
489,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2021-01-29,Paul,page,M,43.0,DEL VISO,Henry96@yahoo.com
490,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-12-28,lori,franklin,F,-13.0,LA VITICOLA,Kathrynschwartz@hotmail.com
491,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-10-15,Ronald,lewis,M,-29.0,CENTINELA,Bobby71@hotmail.com
492,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-10-25,Jessica,miles,F,-21.0,DINA HUAPI,Crystal05@gmail.com
493,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2021-01-01,stephen,lopez,M,15.0,PORVENIR,John83@yahoo.com
494,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-12-12,Sherri,diaz,F,-46.0,FRIGORIFICO CAP,Elizabeth22@hotmail.com
495,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-09-29,Cindy,campbell,F,1.0,ALVAREZ,Mercadoangel@yahoo.com
496,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-11-26,Nicholas,ferguson,M,-11.0,ESTANCIA SANTA CATALINA,Oliverjohn@gmail.com
497,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2021-01-03,Jonathan,smith,M,27.0,GRUTLY,Scottkurt@gmail.com
498,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-12-04,Tracey,moore,F,-43.0,LONGCHAMPS,Carolinemccall@gmail.com
499,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-12-09,Lynn,reed,F,15.0,ACERILLOS,Krystaldixon@gmail.com
500,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-12-13,Vincent,valdez,M,12.0,AGUA COLORADA,Brownjeffrey@gmail.com
501,-universidad-abierta-interamericana,Agronomía,2021-01-12,Kyle,cardenas,M,37.0,COLONIA ABATE,Cabbott@hotmail.com
502,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2020-09-16,Christopher,fox,M,5.0,20 DE FEBRERO,Richardcoleman@yahoo.com
503,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-09-22,Erin,rodriguez,F,44.0,LA TRANCA,Uthomas@hotmail.com
504,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-12-11,James,ramos,M,18.0,CORTADERAS,Joseph20@yahoo.com
505,-universidad-abierta-interamericana,Actuario-,2020-10-03,Michelle,wilson,F,-29.0,BARRIO EL TONTAL,Gnewton@hotmail.com
506,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-10-17,Robyn,terrell,F,19.0,ALTO JAGUEL,Dawn14@yahoo.com
507,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-11-02,Tyler,lamb,M,8.0,9 DE JULIO,Kingtracy@yahoo.com
508,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-11-30,Samantha,green,F,6.0,B LOS AROMOS SAN PATRICIO,Rick81@hotmail.com
509,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2021-01-05,Andrew,johnson,M,11.0,GRANADERO BAIGORRIA,Smallvanessa@yahoo.com
510,-universidad-abierta-interamericana,Medicina,2021-01-01,Chris,lester,M,-13.0,CASCADA,Moonvictoria@hotmail.com
511,-universidad-abierta-interamericana,Actuario-,2020-12-18,Joshua,houston,M,39.0,CORONEL PRINGLES,Teresa54@hotmail.com
512,-universidad-abierta-interamericana,Diseño-industrial,2020-12-02,Yolanda,terrell,F,5.0,OTTO BEMBERG,Katrinasutton@yahoo.com
513,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-10-07,Donna,warner,F,39.0,COLONIA BOMBAL Y TABANERA,Lopezjon@gmail.com
514,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2021-01-29,Matthew,steele,M,12.0,DESVIO KILOMETRO 234,John94@hotmail.com
515,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-09-08,Stephanie,ramirez,F,45.0,BALCOSNA,Lori85@hotmail.com
516,-universidad-abierta-interamericana,Licenciatura-en-psicología,2021-01-18,Laura,frey,F,-4.0,DIAMANTE,Teresastevens@yahoo.com
517,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2020-10-21,Nicole,warren,F,14.0,CAPIHUAS,Derrickarmstrong@yahoo.com
518,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-10-21,Joshua,cordova,M,4.0,ALDEA SAN ANTONIO,Jason55@hotmail.com
519,-universidad-abierta-interamericana,Medicina,2021-01-11,Jason,hunt,M,-7.0,EMILIO LAMARCA,Nosborn@gmail.com
520,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-11-17,Thomas,rodriguez,M,-30.0,KILOMETRO 184,Lindseyphillips@hotmail.com
521,-universidad-abierta-interamericana,Ciencias-veterinarias,2021-01-01,Rodney,diaz,M,6.0,GOBERNADOR BENEGAS,Rhondahall@gmail.com
522,-universidad-abierta-interamericana,Diseño-industrial,2020-10-17,Robert,chen,M,31.0,MESON DE FIERRO,Andreanichols@hotmail.com
523,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-09-17,Sherry,williams,F,15.0,BELGRANO,Lindacummings@yahoo.com
524,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-11-17,Angelica,alvarado,F,49.0,AGUA DE CASTILLA,Williamsvanessa@yahoo.com
525,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-10-01,Ann,allen,F,43.0,17 DE AGOSTO,Marybrown@yahoo.com
526,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2020-10-15,dana,fischer,F,46.0,CENTINELA,Xadams@hotmail.com
527,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-11-26,Amber,hamilton,F,39.0,AMUSCHINA,Gregoryhughes@hotmail.com
528,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-12-28,Robert,schwartz,M,25.0,GLEW,Harrisonmatthew@yahoo.com
529,-universidad-abierta-interamericana,Agronomía,2020-11-23,Patrick,murray,M,-6.0,LA CHILCA,Jennifer21@yahoo.com
530,-universidad-abierta-interamericana,Contador-público-,2020-09-24,Cathy,carrillo,F,16.0,ASTURIAS,Randy46@hotmail.com
531,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-09-02,Dustin,kelly,M,29.0,LOMAS DEL MIRADOR,Rachel26@yahoo.com
532,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-10-01,Jordan,woods,M,37.0,COLONIA ABATE,Brandoncastillo@hotmail.com
533,-universidad-abierta-interamericana,Bioquímica,2020-12-20,Paula,barnes,F,-13.0,LA QUERENCIA,Davidlisa@yahoo.com
534,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-09-08,Marcus,russell,M,30.0,VALENTIN ALSINA,Yvonnewolfe@yahoo.com
535,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-12-09,Brian,richards,M,35.0,INGENIERO BALBIN,Gabrieljones@gmail.com
536,-universidad-abierta-interamericana,Actuario-,2020-12-09,Jason,obrien,M,-37.0,ALTONA,Sherrishaw@hotmail.com
537,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-09-18,Stephanie,lewis,F,-23.0,AGOTE,Thensley@hotmail.com
538,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-12-14,Renee,frost,F,-21.0,BAGUAL,Jacquelinejohnson@hotmail.com
539,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-11-20,Phillip,gutierrez,M,44.0,COLONIA BARON,Palmertiffany@yahoo.com
540,-universidad-abierta-interamericana,Farmacia,2021-01-10,Sara,parker,F,-7.0,GOBERNADOR DUVAL,William27@gmail.com
541,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-09-17,Samuel,pierce,M,-45.0,BARRIENTOS,Moorekaitlyn@hotmail.com
542,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2021-01-19,Joshua,lane,M,7.0,COLONIA CUNCI,Randyjoseph@gmail.com
543,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-11-16,Brian,sanchez,M,-46.0,ALTO DEL PUESTO,Williamschristine@gmail.com
544,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2020-10-25,Felicia,simon,F,12.0,BAJO DE LOS HUESOS,Tiffany74@yahoo.com
545,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-09-26,Debra,smith,F,16.0,CAMINERA SAMBOROMBON,Darrell04@gmail.com
546,-universidad-abierta-interamericana,Ingeniería-electrónica,2020-10-07,Morgan,barrera,F,24.0,ARMSTRONG,Moondaniel@hotmail.com
547,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-12-11,Richard,strong,M,26.0,ARROYO QUILLEN,Reginaespinoza@hotmail.com
548,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2021-01-19,Dawn,weaver,F,2.0,ALAGON,Hrichards@hotmail.com
549,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-12-13,Eric,harrison,M,17.0,ARROYO DE LA CRUZ,Cabrerajoel@yahoo.com
550,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-10-13,Rachel,brown,F,-41.0,ALBARRACIN,Kaylabrown@hotmail.com
551,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-09-18,Hannah,williamson,F,37.0,ALONGO,Gallagherluis@hotmail.com
552,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2021-01-09,Justin,harmon,M,4.0,APARZO,Robert87@gmail.com
553,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-12-31,Christopher,woods,M,-38.0,LA FLORENCIA,Epeters@hotmail.com
554,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-11-08,Allison,hughes,F,45.0,COLONIA DEVOTO,Flopez@hotmail.com
555,-universidad-abierta-interamericana,Bioquímica,2020-12-17,Neil,mueller,M,5.0,CABAÑA EL CISNE,Carrolljoseph@gmail.com
556,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-12-13,Justin,rocha,M,7.0,9 DE JULIO,Qsmith@yahoo.com
557,-universidad-abierta-interamericana,Licenciatura-en-ciencias-biológicas,2020-11-16,David,gill,M,41.0,CLAYPOLE,Hernandezkevin@yahoo.com
558,-universidad-abierta-interamericana,Diseño-industrial,2020-12-24,Jacob,hughes,M,41.0,ARROYO MANGANGA,Nmorgan@gmail.com
559,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-12-06,Caleb,evans,M,-26.0,COLONIA HERNANDARIAS,Jasonwalker@yahoo.com
560,-universidad-abierta-interamericana,Arquitectura,2020-09-26,Justin,carr,M,23.0,BARRIO INDIO TROMPA,Hayden55@yahoo.com
561,-universidad-abierta-interamericana,Contador-público-,2020-11-06,Jamie,williamson,F,43.0,BERISSO,Francopatricia@gmail.com
562,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-11-18,Jennifer,banks,F,10.0,BUENA VISTA,Vmullins@hotmail.com
563,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-09-28,Melissa,davis,F,46.0,BAJO GRANDE,Jonathanhart@yahoo.com
564,-universidad-abierta-interamericana,Farmacia,2020-11-24,Cristina,dalton,F,-18.0,AGUA HEDIONDA,Randall14@hotmail.com
565,-universidad-abierta-interamericana,Medicina,2020-09-11,April,gilbert,F,4.0,CARACOLES,Hdudley@gmail.com
566,-universidad-abierta-interamericana,Ingeniería-electrónica,2021-01-22,Teresa,leach,F,-18.0,EL CARMEN,Sarah44@hotmail.com
567,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-12-16,Douglas,sanders,M,14.0,ARROYO HONDO,Ogreer@gmail.com
568,-universidad-abierta-interamericana,Agronomía,2020-09-09,Matthew,wheeler,M,-47.0,CERVANTES,Vgonzales@gmail.com
569,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-09-10,Dan,wu,M,27.0,CAMPO LAS PUERTAS,Bryanreyes@yahoo.com
570,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-09-30,Stephanie,watson,F,-33.0,BARRIO VILLA CORDOBA,Simpsonbrenda@yahoo.com
571,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2021-01-28,Jared,kidd,M,0.0,ALTO DE LAS PLUMAS,Latoya97@hotmail.com
572,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2021-01-21,Daniel,robinson,M,-21.0,GOBERNADOR ROCA,Mhuynh@yahoo.com
573,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-09-28,Timothy,reed,M,-1.0,CAÑADON SECO,Sherryrodriguez@gmail.com
574,-universidad-abierta-interamericana,Licenciatura-en-ciencias-geológicas,2020-12-31,Luke,dixon,M,-37.0,CHACRAS VIEJAS,Schaeferkaren@gmail.com
575,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-12-01,Robert,eaton,M,11.0,COLONIA MATILDE,Jonathanchandler@hotmail.com
576,-universidad-abierta-interamericana,Ingeniería-en-informática,2021-01-24,Dawn,mayer,F,26.0,CUARTEL VII,Jennifer74@yahoo.com
577,-universidad-abierta-interamericana,Ingeniería-en-informática,2020-12-23,Julian,stephenson,M,37.0,CAMPO HORQUESCO,Danielle11@yahoo.com
578,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2021-01-23,Nancy,thomas,F,-19.0,BARCENA,Ugarrison@yahoo.com
579,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2021-01-18,Cynthia,lloyd,F,8.0,ALPACHIRI,David65@gmail.com
580,-universidad-abierta-interamericana,Actuario-,2020-11-21,Lisa,wise,F,16.0,AVENA,Sean77@yahoo.com
581,-universidad-abierta-interamericana,Medicina,2020-09-25,Sheri,king,F,51.0,PAZOS KANKI,Steven02@hotmail.com
582,-universidad-abierta-interamericana,Ingeniería-en-informática,2020-12-04,Kevin,burke,M,20.0,EMPALME,Swang@yahoo.com
583,-universidad-abierta-interamericana,Licenciatura-en-gestión-de-agroalimentos,2020-10-24,Joseph,martin,M,-43.0,CIUDAD JARDIN DEL PALOMAR,Thill@yahoo.com
584,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-10-10,Lindsey,stanley,F,36.0,JOSE MARIA BLANCO,Kelleyteresa@hotmail.com
585,-universidad-abierta-interamericana,Técnico-para-bioterios-,2020-11-26,Jeremy,villegas,M,-26.0,EL DIQUE,Yatespaula@gmail.com
586,-universidad-abierta-interamericana,Medicina,2020-11-15,Jason,chavez,M,-31.0,ALTONA,Wharris@gmail.com
587,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-11-12,Julie,stephenson,F,-32.0,CHANCAY,Bridget71@yahoo.com
588,-universidad-abierta-interamericana,Licenciatura-en-psicología,2020-09-05,Alicia,cervantes,F,6.0,COLONIA DOS ROSAS Y LA LEGUA,Vmolina@yahoo.com
589,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-11-14,Brenda,burnett,F,13.0,GOBERNADOR MOYANO,Evansalex@yahoo.com
590,-universidad-abierta-interamericana,Licenciatura-en-producción-de-bioimagenes,2020-12-08,Krista,ray,F,-46.0,ALTA ITALIA,Wmejia@yahoo.com
591,-universidad-abierta-interamericana,Contador-público-,2020-09-12,Monica,davis,F,6.0,LOMAS DEL RIO LUJAN,Andrea64@gmail.com
592,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-09-14,Erica,kim,F,49.0,BOSQUES,Vdecker@hotmail.com
593,-universidad-abierta-interamericana,Ingeniería-electrónica,2021-01-21,Amanda,ryan,F,7.0,ISIDRO CASANOVA,Ruiztodd@hotmail.com
594,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-09-16,Christine,mills,F,-20.0,DRABBLE,Ispencer@yahoo.com
595,-universidad-abierta-interamericana,Licenciatura-en-administración-,2020-11-11,Alexis,peck,F,34.0,GOBERNADOR CRESPO,Sheilanash@hotmail.com
596,-universidad-abierta-interamericana,Bioquímica,2020-12-16,Bethany,johnson,F,25.0,VILLA SANTOS TESEI,Brandon33@hotmail.com
597,-universidad-abierta-interamericana,Contador-público-,2020-10-01,April,george,F,11.0,LOS POLVORINES,Xjohnson@gmail.com
598,-universidad-abierta-interamericana,Agronomía,2020-12-08,Yvonne,ramsey,F,46.0,IRENEO PORTELA,Jacquelinemckee@hotmail.com
599,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-12-30,Matthew,stone,M,-42.0,CAMPO RODRIGUEZ,Jgarcia@yahoo.com
600,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-09-20,Greg,wolf,M,9.0,ALDEA BELEIRO,Johnhughes@hotmail.com
601,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-11-23,Christopher,may,M,-19.0,CAPIOVI,Sarahrogers@hotmail.com
602,-universidad-abierta-interamericana,Actuario-,2020-11-01,Tina,harris,F,29.0,PLANICIE BANDERITA,Mercerbenjamin@yahoo.com
603,-universidad-abierta-interamericana,Licenciatura-en-ciencia-y-tecnología-de-alimentos,2020-09-12,Michelle,nguyen,F,15.0,BAIGORRITA,Bakernicole@gmail.com
604,-universidad-abierta-interamericana,Licenciatura-en-relaciones-del-trabajo-,2020-12-31,Sara,stark,F,-41.0,CAMPO UBAJO,Fgilmore@yahoo.com
605,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-12-31,Colleen,kane,F,-31.0,ARMSTRONG,Byrdrebecca@hotmail.com
606,-universidad-abierta-interamericana,Contador-público-,2020-09-06,Melanie,french,F,-21.0,CAFFERATA,Taylorrandy@hotmail.com
607,-universidad-abierta-interamericana,Ingeniería-mecánica,2020-09-12,Morgan,miller,F,-4.0,ANTELO,Nsmith@gmail.com
608,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2021-01-23,Melissa,lloyd,F,5.0,CLASON,Xwhite@yahoo.com
609,-universidad-abierta-interamericana,Licenciatura-en-musicoterapia,2020-12-15,Scott,gomez,M,16.0,COLMAN,Angela86@hotmail.com
610,-universidad-abierta-interamericana,Bioquímica,2020-09-23,Pamela,daniels,F,-11.0,ISLA GRANDE,Alexissmith@hotmail.com
611,-universidad-abierta-interamericana,Licenciatura-en-planificación-y-diseño-del-paisaje,2021-01-21,Joseph,mullen,M,39.0,BALSA,David60@hotmail.com
612,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-10-10,Lisa,holmes,F,-19.0,COMODORO RIVADAVIA,Foneal@yahoo.com
613,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-12-14,Crystal,wu,F,-20.0,WHEELWRIGHT,Brad32@yahoo.com
614,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-09-08,Breanna,jones,F,-45.0,CEVIL GRANDE,Wellsemily@yahoo.com
615,-universidad-abierta-interamericana,Licenciatura-en-terapia-ocupacional,2020-12-18,Peter,thompson,M,-27.0,CARACOLES,Johnsonsarah@gmail.com
616,-universidad-abierta-interamericana,Farmacia,2020-11-27,Crystal,martinez,F,51.0,AGUA LOS MATOS,Williamscarly@yahoo.com
617,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-12-05,Robert,flores,M,-40.0,SALADILLO NORTE,Howardkyle@gmail.com
618,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-11-18,Carl,patel,M,32.0,CUSHAMEN,Xgomez@gmail.com
619,-universidad-abierta-interamericana,Medicina,2021-01-28,Emily,franklin,F,10.0,ANGUIL,Xburke@yahoo.com
620,-universidad-abierta-interamericana,Medicina,2020-12-23,Joseph,patterson,M,24.0,EL TREBOL,Kerrpatricia@yahoo.com
621,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-12-26,Troy,johnston,M,-7.0,BAHIA LANGARA,Wsmith@yahoo.com
622,-universidad-abierta-interamericana,Licenciatura-en-sociología-,2020-09-06,Luis,rodriguez,M,-24.0,CALERA LA NORMA,Nhoward@hotmail.com
623,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-10-01,christopher,hoffman,M,-40.0,CARLOS KEEN,Stevensadam@gmail.com
624,-universidad-abierta-interamericana,Licenciatura-en-ciencias-ambientales,2020-09-29,Anna,santana,F,-32.0,CAÑADON FERRAIS,Tinahill@hotmail.com
625,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-12-31,Ryan,hogan,M,-1.0,CANDIOTI,Henrydavid@hotmail.com
626,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-09-23,Tyler,fisher,M,32.0,ABBOTT,Harrisdavid@yahoo.com
627,-universidad-abierta-interamericana,Ingeniería-mecánica,2021-01-27,Robert,martin,M,9.0,AROMOS,Tfleming@yahoo.com
628,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-computación,2020-12-10,Scott,sloan,M,2.0,BARRIO CHAPADMALAL,Isloan@hotmail.com
629,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2020-11-20,Brian,andrews,M,16.0,PIAMONTE,Jessica24@hotmail.com
630,-universidad-abierta-interamericana,Licenciatura-en-ciencia-política-,2021-01-09,Charlene,salas,F,-38.0,BARRANQUERAS,Martinantonio@yahoo.com
631,-universidad-abierta-interamericana,Licenciatura-en-artes,2020-12-04,Christopher,martin,M,-8.0,CALERA ARGENTINA,Jsoto@gmail.com
632,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2021-01-16,Kimberly,patterson,F,-16.0,SUNDBLAD,Hmunoz@yahoo.com
633,-universidad-abierta-interamericana,Licenciatura-en-kinesiología-y-fisiatría,2020-09-25,Mitchell,reed,M,19.0,ALTO PENCOSO,Michael46@hotmail.com
634,-universidad-abierta-interamericana,Licenciatura-en-ciencias-antropológicas,2020-12-15,Jay,russo,M,-43.0,LAGUNA DEL BARRO,Genehale@yahoo.com
635,-universidad-abierta-interamericana,Ciencias-veterinarias,2020-11-17,John,little,M,-30.0,CABRERIA,Fbean@gmail.com
636,-universidad-abierta-interamericana,Diseño-de-imagen-y-sonido,2020-11-16,Lisa,knapp,F,31.0,GORCHS,Armstrongdavid@yahoo.com
637,-universidad-abierta-interamericana,Licenciatura-en-ciencias-de-la-educación-,2020-10-08,Jeffrey,ellis,M,36.0,EL HORNO,Carolyncampbell@hotmail.com
638,-universidad-abierta-interamericana,Agronomía,2021-01-22,Crystal,mora,F,-25.0,FLORENTINO AMEGHINO,Trevorwalker@hotmail.com
639,-universidad-abierta-interamericana,Licenciatura-en-artes,2021-01-12,Kelly,rodriguez,F,-38.0,CAMPO CARETTO,Kwoodard@hotmail.com
